loan_id,customer_id,loan_amount,term_months,interest_rate,purpose,loan_status,disbursed_date
461,1947,15172,6,20.59,Medical,Current,2022-02-23
462,300,37676,60,21.77,Vehicle,Current,2022-09-07
463,1139,38911,24,16.88,Debt Consolidation,Default,2022-08-06
464,395,19372,24,11.42,Vehicle,Current,2022-06-16
465,588,62243,60,17.74,Wedding,Default,2024-07-18
466,968,30100,24,16.93,Medical,Paid Off,2022-01-12
467,1824,28849,6,17.7,Medical,Default,2024-07-16
468,1693,28743,60,22.0,Education,Paid Off,2025-03-11
469,1779,12798,12,20.29,Medical,Paid Off,2025-08-11
470,123,39438,24,19.48,Home Renovation,Default,2026-03-04
471,783,117885,48,21.4,Home Renovation,Current,2024-02-21
472,1966,46891,36,12.69,Debt Consolidation,Current,2023-05-07
473,1993,21178,36,10.61,Education,Current,2023-03-03
474,1256,57953,36,19.24,Wedding,Current,2023-08-07
475,1419,25729,60,11.43,Vehicle,Default,2023-09-04
476,23,13404,36,18.7,Wedding,Current,2023-09-28
477,1101,37679,48,11.14,Home Renovation,Current,2025-09-24
478,532,28567,24,15.91,Vehicle,Current,2024-09-29
479,837,22864,36,15.46,Business Expansion,Default,2025-02-27
480,760,38524,36,10.63,Debt Consolidation,Current,2024-05-15
481,35,84111,24,17.17,Wedding,Current,2024-06-08
482,394,33347,36,10.66,Medical,Current,2024-11-17
483,35,10000,36,17.96,Wedding,Current,2025-08-19
484,682,45929,60,11.44,Business Expansion,Current,2024-10-11
485,685,41468,60,17.59,Medical,Paid Off,2022-06-21
486,1992,30303,36,14.97,Medical,Current,2024-09-05
487,1202,35872,12,21.8,Medical,Paid Off,2025-11-02
488,497,85790,12,16.04,Business Expansion,Current,2023-08-29
489,1624,20669,6,16.39,Business Expansion,Paid Off,2022-04-03
490,853,38779,6,15.88,Home Renovation,Current,2024-04-25
491,1879,67558,36,17.76,Debt Consolidation,Current,2025-03-10
492,9,10795,24,13.94,Home Renovation,Default,2025-04-14
493,767,41447,48,9.7,Wedding,Default,2026-02-25
494,1789,32717,36,11.74,Debt Consolidation,Default,2023-01-09
495,1297,21078,36,10.07,Wedding,Current,2024-05-02
496,965,14717,24,13.42,Vehicle,Paid Off,2026-01-22
497,1057,144900,60,15.12,Medical,Paid Off,2023-06-27
498,1854,43778,12,12.14,Wedding,Paid Off,2022-06-10
499,1754,32380,48,12.74,Home Renovation,Current,2025-10-11
500,1563,40321,36,16.18,Vehicle,Paid Off,2022-01-12
501,183,46009,6,9.67,Vehicle,Current,2025-09-05
502,516,18734,36,18.15,Wedding,Default,2025-09-09
503,242,36327,48,18.57,Business Expansion,Current,2023-09-13
504,1313,54674,48,14.01,Wedding,Default,2025-10-11
505,590,37348,60,14.44,Home Renovation,Paid Off,2023-09-12
506,1957,74583,12,11.19,Home Renovation,Default,2023-01-26
507,1309,33993,6,18.2,Debt Consolidation,Current,2023-01-21
508,1037,32775,6,12.12,Education,Paid Off,2025-08-21
509,1840,91808,60,12.52,Debt Consolidation,Default,2025-07-06
510,1323,20679,48,11.89,Debt Consolidation,Default,2023-09-09
511,131,34992,36,11.35,Home Renovation,Paid Off,2024-05-14
512,174,31560,6,11.58,Wedding,Paid Off,2022-11-09
513,892,30771,60,15.07,Vehicle,Default,2024-09-20
514,795,37615,6,20.25,Education,Default,2025-04-13
515,94,42357,12,13.19,Home Renovation,Current,2024-03-13
516,636,22380,24,9.6,Debt Consolidation,Default,2025-07-15
517,45,54804,60,14.9,Debt Consolidation,Current,2024-05-01
518,930,26457,36,18.71,Wedding,Current,2025-05-05
519,832,29354,48,21.99,Vehicle,Paid Off,2022-03-17
520,1835,143988,36,15.58,Wedding,Paid Off,2025-04-25
521,1206,27432,48,21.19,Education,Current,2024-09-26
522,1648,113686,60,10.26,Vehicle,Default,2022-02-08
523,1236,87740,48,13.45,Medical,Default,2022-05-11
524,732,38936,60,14.71,Home Renovation,Current,2024-08-27
525,1433,53118,36,17.28,Medical,Default,2025-08-16
526,1322,76764,36,18.22,Education,Current,2022-02-12
527,1820,26898,24,18.58,Medical,Default,2024-08-19
528,1375,14239,36,12.4,Business Expansion,Paid Off,2023-03-26
529,683,54063,60,13.74,Debt Consolidation,Default,2025-05-18
530,1734,10000,60,17.71,Medical,Current,2022-09-26
531,194,33181,60,18.39,Debt Consolidation,Current,2024-05-03
532,494,32500,60,17.66,Debt Consolidation,Current,2024-01-08
533,1846,13136,36,19.5,Business Expansion,Current,2022-11-28
534,1174,29401,12,13.03,Home Renovation,Current,2026-03-15
535,895,48246,60,15.54,Education,Current,2022-12-21
536,234,35574,12,17.07,Debt Consolidation,Default,2022-07-26
537,592,60337,36,21.29,Medical,Current,2024-10-08
538,848,49720,12,12.12,Home Renovation,Current,2022-04-07
539,1744,21207,24,20.51,Wedding,Default,2024-01-02
540,537,122280,12,11.68,Home Renovation,Paid Off,2024-10-28
541,1991,24078,6,13.72,Business Expansion,Paid Off,2022-08-22
542,1251,86769,12,11.01,Vehicle,Current,2023-04-04
543,906,49294,24,21.92,Medical,Paid Off,2026-05-27
544,1297,28238,6,19.13,Medical,Current,2025-02-14
545,650,16384,12,20.17,Business Expansion,Current,2024-11-21
546,1333,14958,60,10.8,Vehicle,Default,2022-04-14
547,1508,73855,36,21.53,Home Renovation,Current,2026-03-28
548,1279,106330,6,19.27,Debt Consolidation,Paid Off,2025-06-02
549,1334,17840,6,19.8,Business Expansion,Current,2022-03-27
550,842,82304,6,11.59,Debt Consolidation,Current,2022-08-30
551,1413,27214,12,20.89,Wedding,Default,2022-11-18
552,1129,24725,24,18.35,Business Expansion,Default,2026-04-10
553,1605,30010,36,18.66,Education,Current,2022-07-23
554,128,64654,60,14.05,Home Renovation,Paid Off,2022-10-10
555,728,44854,12,14.99,Debt Consolidation,Default,2024-05-01
556,183,19033,6,12.57,Medical,Current,2024-08-28
557,1439,67831,24,15.81,Medical,Current,2022-06-24
558,1339,35567,24,18.44,Medical,Current,2024-04-29
559,790,10000,60,17.81,Debt Consolidation,Paid Off,2022-11-07
560,612,22105,48,14.77,Education,Current,2023-04-13
561,453,42870,36,14.67,Vehicle,Current,2024-04-18
562,211,10812,48,19.43,Home Renovation,Default,2024-01-11
563,1500,42857,36,11.32,Wedding,Default,2022-01-21
564,668,54834,48,21.3,Medical,Default,2022-06-23
565,1414,48398,24,14.52,Education,Current,2026-05-01
566,689,33029,36,10.27,Home Renovation,Paid Off,2026-04-04
567,1411,38875,60,21.03,Business Expansion,Default,2022-11-06
568,1493,35632,6,21.72,Debt Consolidation,Current,2025-12-31
569,1755,32085,60,20.45,Vehicle,Paid Off,2023-08-29
570,1737,66416,36,20.57,Business Expansion,Current,2025-12-06
571,820,32059,24,18.52,Medical,Default,2023-10-05
572,1215,29159,6,19.84,Business Expansion,Paid Off,2024-12-16
573,297,45270,12,18.25,Wedding,Current,2024-07-02
574,1067,11175,12,20.59,Debt Consolidation,Default,2025-07-02
575,967,19609,48,17.65,Medical,Default,2025-11-29
576,17,30200,60,14.56,Medical,Paid Off,2023-02-09
577,322,26258,6,9.96,Vehicle,Paid Off,2023-11-17
578,1940,36034,60,18.49,Business Expansion,Default,2022-09-16
579,1836,41521,48,13.05,Business Expansion,Current,2022-07-10
580,898,27988,48,13.4,Debt Consolidation,Default,2023-11-29
581,1289,76032,60,11.5,Debt Consolidation,Current,2022-02-27
582,1700,65714,48,16.91,Debt Consolidation,Default,2023-05-10
583,1203,94588,24,18.58,Home Renovation,Current,2024-10-31
584,1381,28338,60,10.25,Medical,Default,2024-02-03
585,1746,34082,60,15.84,Home Renovation,Default,2022-09-11
586,1281,23191,60,21.27,Medical,Default,2024-07-08
587,1834,20909,48,18.71,Medical,Current,2024-07-17
588,318,81017,12,19.57,Business Expansion,Current,2025-04-06
589,782,43649,60,20.68,Wedding,Paid Off,2025-07-09
590,1633,40909,48,20.06,Medical,Default,2023-04-24
591,1628,21850,24,13.06,Debt Consolidation,Default,2026-05-27
592,1961,71879,60,16.66,Wedding,Paid Off,2022-10-14
593,1291,117663,36,16.0,Home Renovation,Current,2023-05-23
594,1376,36239,24,15.96,Debt Consolidation,Current,2023-01-30
595,1357,47451,24,15.18,Wedding,Default,2022-10-28
596,1786,85373,36,19.86,Home Renovation,Current,2022-06-17
597,763,22161,6,14.81,Vehicle,Current,2022-09-24
598,295,15126,12,15.08,Wedding,Current,2024-01-27
599,1411,46495,48,14.53,Business Expansion,Default,2025-02-18
600,1359,23785,36,20.4,Vehicle,Paid Off,2025-04-11
601,884,47647,60,14.79,Wedding,Paid Off,2024-06-20
602,1470,13848,36,18.65,Debt Consolidation,Paid Off,2024-05-03
603,1527,58332,12,11.3,Vehicle,Current,2022-09-18
604,1899,59170,60,15.22,Business Expansion,Current,2025-12-13
605,647,67025,48,10.98,Vehicle,Default,2023-03-12
606,790,108315,36,9.91,Business Expansion,Current,2022-11-18
607,1788,19300,24,21.02,Business Expansion,Default,2022-09-01
608,535,112591,36,10.88,Business Expansion,Paid Off,2024-01-27
609,1281,37905,24,10.0,Home Renovation,Current,2022-11-10
610,466,70201,24,13.31,Medical,Current,2024-02-06
611,373,28406,24,15.57,Education,Current,2022-10-20
612,1944,31905,48,14.77,Medical,Paid Off,2023-09-17
613,981,34472,12,11.79,Vehicle,Default,2026-02-23
614,1261,25873,6,11.03,Home Renovation,Paid Off,2023-12-16
615,307,66071,6,14.72,Medical,Paid Off,2025-03-19
616,1288,27203,48,15.15,Debt Consolidation,Default,2023-11-23
617,984,42910,36,15.44,Debt Consolidation,Current,2026-01-14
618,1934,35268,48,11.16,Business Expansion,Default,2022-10-11
619,1087,43612,60,15.26,Wedding,Current,2024-07-10
620,1414,36245,36,11.36,Medical,Current,2026-01-30
621,226,28267,6,19.5,Business Expansion,Paid Off,2025-09-22
622,1559,49260,36,14.34,Medical,Paid Off,2024-03-20
623,149,49829,48,10.07,Vehicle,Default,2025-10-05
624,481,63408,60,12.97,Debt Consolidation,Current,2022-07-01
625,1707,64299,12,18.34,Wedding,Default,2025-03-17
626,606,33971,60,13.36,Home Renovation,Default,2025-08-14
627,793,39102,60,16.49,Business Expansion,Default,2023-01-30
628,1378,52558,48,16.71,Business Expansion,Current,2022-04-19
629,1537,29102,48,11.87,Business Expansion,Current,2024-09-01
630,1380,43724,6,11.0,Education,Current,2024-12-25
631,1808,81043,6,12.94,Education,Paid Off,2023-02-26
632,814,23347,60,19.99,Vehicle,Current,2025-04-01
633,598,41327,6,19.59,Medical,Paid Off,2025-05-27
634,1202,32103,36,16.86,Debt Consolidation,Default,2024-10-03
635,580,40841,6,13.75,Vehicle,Current,2023-01-05
636,641,12806,6,20.25,Vehicle,Current,2023-10-12
637,868,32862,24,10.64,Business Expansion,Default,2022-07-23
638,559,51103,12,13.07,Medical,Current,2023-01-10
639,684,53809,6,11.43,Wedding,Default,2024-04-14
640,847,24283,12,10.24,Education,Default,2023-10-29
641,1763,53294,6,18.42,Vehicle,Current,2023-09-03
642,827,26889,6,13.5,Medical,Current,2024-04-25
643,1893,99823,24,14.19,Home Renovation,Default,2022-09-05
644,69,53367,12,12.5,Business Expansion,Current,2025-05-07
645,401,19063,12,15.66,Business Expansion,Current,2026-03-21
646,1042,24887,36,21.37,Home Renovation,Current,2023-07-06
647,1920,24890,24,15.31,Home Renovation,Default,2024-04-13
648,1847,18803,36,9.86,Education,Paid Off,2025-07-21
649,930,86893,6,12.86,Wedding,Current,2025-04-15
650,1021,63950,6,12.58,Wedding,Current,2025-02-10
651,192,27756,12,13.31,Vehicle,Current,2024-04-13
652,892,46170,6,20.08,Education,Current,2024-10-21
653,1728,41401,12,14.17,Debt Consolidation,Paid Off,2022-12-11
654,1848,30656,12,16.22,Business Expansion,Current,2024-05-17
655,1457,39483,36,10.02,Debt Consolidation,Current,2024-08-09
656,978,64677,48,13.12,Home Renovation,Paid Off,2022-12-09
657,285,19105,6,21.17,Medical,Current,2024-09-14
658,21,43012,48,12.64,Vehicle,Current,2025-10-24
659,1140,40314,24,20.03,Business Expansion,Default,2023-03-12
660,1482,26078,48,13.02,Wedding,Default,2022-11-27
661,1109,34231,48,16.54,Home Renovation,Paid Off,2023-09-08
662,1115,180140,36,18.23,Wedding,Current,2022-10-14
663,1551,15954,48,21.99,Education,Current,2024-06-03
664,83,18434,48,15.81,Wedding,Paid Off,2023-10-14
665,1915,17338,24,17.44,Wedding,Current,2026-03-22
666,281,23331,36,12.91,Medical,Default,2025-09-18
667,388,18256,24,12.13,Medical,Current,2025-05-12
668,1300,26136,6,20.93,Wedding,Default,2022-10-01
669,894,87473,6,17.11,Home Renovation,Current,2022-01-09
670,1702,61342,60,11.67,Wedding,Default,2025-02-12
671,1992,61853,60,15.61,Business Expansion,Default,2024-03-15
672,1506,11339,6,19.34,Wedding,Default,2025-08-22
673,221,55803,6,16.23,Vehicle,Paid Off,2025-10-07
674,481,13224,60,11.04,Debt Consolidation,Current,2024-02-10
675,817,42722,48,13.97,Debt Consolidation,Current,2022-12-29
676,1357,26511,60,21.8,Vehicle,Current,2022-09-13
677,345,39624,24,21.2,Home Renovation,Default,2024-06-29
678,159,41517,12,18.79,Medical,Default,2026-04-03
679,1798,31895,60,21.02,Education,Default,2024-01-03
680,1734,18538,6,19.7,Medical,Paid Off,2025-07-04
681,1708,60606,60,12.26,Medical,Current,2024-10-08
682,1704,26288,6,13.01,Wedding,Default,2025-12-12
683,997,23904,48,12.11,Debt Consolidation,Paid Off,2023-02-06
684,1230,66184,60,14.45,Business Expansion,Paid Off,2023-07-23
685,712,99990,48,15.68,Education,Default,2025-02-04
686,729,15526,60,18.74,Wedding,Current,2025-10-08
687,972,73380,48,16.56,Business Expansion,Current,2022-05-14
688,1087,34352,12,18.82,Medical,Default,2022-09-18
689,341,32565,48,20.19,Wedding,Default,2024-12-07
690,106,64050,24,11.9,Home Renovation,Current,2025-10-20
691,904,23356,60,17.97,Medical,Current,2025-06-12
692,382,31740,60,16.5,Home Renovation,Current,2024-07-18
693,407,61733,36,17.51,Home Renovation,Default,2025-08-24
694,167,38468,24,14.91,Medical,Paid Off,2024-04-13
695,1559,124414,6,18.0,Vehicle,Current,2024-08-13
696,1209,29683,24,15.97,Wedding,Paid Off,2022-03-31
697,1976,31799,12,10.09,Business Expansion,Default,2024-05-10
698,385,28011,36,13.45,Education,Paid Off,2024-03-13
699,1077,41310,24,10.52,Debt Consolidation,Default,2025-03-17
700,793,62753,6,21.88,Wedding,Current,2023-04-08
701,1565,57830,36,21.47,Education,Default,2023-05-27
702,1083,43777,12,13.62,Wedding,Current,2022-05-09
703,658,70238,60,10.71,Vehicle,Current,2024-09-09
704,405,24454,6,16.91,Medical,Default,2025-07-06
705,224,32529,24,12.59,Education,Current,2024-08-27
706,650,15094,24,19.91,Business Expansion,Current,2023-11-15
707,1012,23968,12,21.29,Business Expansion,Current,2026-05-08
708,320,59579,48,14.98,Wedding,Current,2022-07-15
709,1186,85040,36,16.74,Home Renovation,Paid Off,2022-06-25
710,35,21595,6,14.22,Home Renovation,Paid Off,2025-11-21
711,478,67859,12,10.28,Home Renovation,Current,2024-06-24
712,1856,25620,24,17.13,Home Renovation,Current,2024-06-03
713,474,26094,6,17.97,Home Renovation,Default,2025-02-19
714,1273,23503,24,20.12,Home Renovation,Paid Off,2024-04-02
715,1356,49029,48,18.9,Debt Consolidation,Current,2023-04-23
716,1075,20496,48,19.34,Home Renovation,Current,2025-07-01
717,197,23186,36,14.3,Business Expansion,Default,2024-05-26
718,1455,30138,48,10.77,Wedding,Current,2025-08-26
719,421,10630,6,15.18,Business Expansion,Current,2023-11-04
720,1179,60100,12,10.85,Business Expansion,Default,2022-01-26
721,1271,40799,60,10.34,Business Expansion,Default,2023-02-01
722,1349,46167,12,17.47,Medical,Current,2023-06-09
723,666,10697,36,15.52,Vehicle,Default,2025-06-25
724,798,36955,12,12.54,Home Renovation,Current,2022-04-01
725,1612,34953,12,13.4,Business Expansion,Default,2024-06-11
726,1093,110436,60,18.93,Business Expansion,Default,2023-09-30
727,396,117918,48,19.19,Vehicle,Current,2022-10-29
728,61,19412,24,17.04,Medical,Current,2023-08-20
729,653,90630,6,15.97,Wedding,Current,2025-09-08
730,118,34508,12,10.22,Debt Consolidation,Default,2024-11-04
731,1171,54520,48,20.23,Medical,Current,2024-05-14
732,641,107257,12,21.71,Education,Default,2025-08-04
733,526,22891,6,13.77,Vehicle,Current,2025-09-29
734,503,81696,60,18.15,Business Expansion,Default,2024-08-15
735,1806,28765,60,13.64,Business Expansion,Paid Off,2025-03-30
736,1668,48189,24,17.2,Medical,Paid Off,2024-05-07
737,349,46497,12,10.81,Vehicle,Paid Off,2022-03-28
738,1269,20326,12,21.0,Education,Current,2025-08-01
739,1715,11715,60,12.38,Education,Current,2025-07-01
740,1146,44093,12,15.51,Debt Consolidation,Paid Off,2026-04-23
741,1793,64401,24,19.59,Education,Current,2024-02-09
742,1073,20605,36,11.8,Medical,Paid Off,2022-01-14
743,1013,31708,6,10.42,Business Expansion,Default,2022-03-03
744,878,29799,6,11.28,Education,Default,2024-06-20
745,919,48967,60,16.82,Medical,Current,2026-04-17
746,853,28502,6,21.69,Education,Default,2023-02-12
747,1001,72120,24,11.68,Wedding,Paid Off,2023-06-21
748,1874,31172,12,13.75,Education,Current,2025-02-09
749,1615,69668,12,11.95,Debt Consolidation,Current,2022-12-27
750,1385,44850,24,20.88,Debt Consolidation,Current,2022-02-12
751,1086,33695,60,11.22,Debt Consolidation,Default,2025-09-03
752,229,18979,6,13.73,Medical,Default,2023-03-07
753,326,19684,36,12.5,Wedding,Current,2024-02-02
754,1573,51289,12,21.26,Vehicle,Default,2025-06-30
755,644,13627,60,10.32,Education,Current,2022-10-23
756,662,129127,12,11.9,Wedding,Default,2024-02-14
757,125,83837,24,13.47,Wedding,Current,2024-05-29
758,1343,29120,12,21.01,Business Expansion,Current,2026-04-12
759,370,60383,48,11.86,Medical,Current,2025-01-01
760,770,35664,12,13.6,Wedding,Default,2022-04-20
761,1259,17014,24,20.41,Business Expansion,Current,2024-11-06
762,961,13662,36,12.12,Debt Consolidation,Default,2022-06-16
763,933,36794,36,19.39,Home Renovation,Default,2025-06-13
764,1377,15269,12,15.86,Wedding,Current,2026-03-19
765,1447,75865,48,14.18,Vehicle,Default,2024-11-28
766,884,16602,12,13.52,Business Expansion,Paid Off,2024-02-05
767,1036,34546,60,15.54,Vehicle,Paid Off,2024-10-10
768,382,60495,24,16.76,Debt Consolidation,Default,2025-07-30
769,1152,51366,48,17.62,Education,Paid Off,2023-03-01
770,1566,38724,12,15.15,Vehicle,Current,2023-04-26
771,1737,32908,12,13.32,Business Expansion,Current,2024-02-12
772,194,82104,12,21.19,Medical,Paid Off,2024-02-06
773,774,44763,48,10.56,Home Renovation,Paid Off,2026-03-20
774,952,48359,24,15.06,Education,Current,2023-12-22
775,1355,12381,48,10.01,Business Expansion,Current,2024-11-15
776,985,115409,24,14.83,Vehicle,Current,2024-08-15
777,1305,19135,36,14.09,Medical,Current,2024-10-15
778,935,57509,24,14.28,Vehicle,Current,2023-01-03
779,1230,42983,12,12.82,Medical,Default,2022-06-05
780,1356,19269,6,13.18,Business Expansion,Default,2024-10-24
781,776,30246,48,17.55,Medical,Current,2026-05-29
782,1969,35347,12,10.73,Medical,Default,2022-05-27
783,1188,60053,6,16.33,Education,Current,2023-11-15
784,1029,30424,60,13.62,Wedding,Current,2023-09-12
785,1667,159374,60,20.07,Wedding,Paid Off,2023-01-26
786,1556,63885,48,21.97,Wedding,Default,2026-03-21
787,164,58669,60,16.29,Home Renovation,Default,2023-06-19
788,90,33195,24,13.02,Debt Consolidation,Default,2023-12-11
789,783,37461,36,21.32,Debt Consolidation,Paid Off,2025-04-02
790,57,28497,60,9.65,Business Expansion,Current,2025-09-01
791,253,41099,12,20.32,Education,Paid Off,2023-04-12
792,1009,59046,60,18.86,Education,Current,2024-08-29
793,236,23356,48,16.84,Debt Consolidation,Paid Off,2025-02-05
794,42,27110,36,18.53,Medical,Current,2024-08-02
795,1343,33384,6,13.41,Vehicle,Current,2023-01-20
796,352,18600,60,14.72,Vehicle,Default,2024-06-17
797,1002,37810,48,9.88,Business Expansion,Current,2022-10-12
798,1148,55520,12,13.32,Home Renovation,Default,2026-02-20
799,1086,27779,36,19.63,Medical,Current,2023-12-28
800,955,20112,12,14.74,Debt Consolidation,Paid Off,2025-11-05
801,1614,56397,36,19.04,Business Expansion,Default,2025-11-15
802,1984,17809,24,13.58,Business Expansion,Current,2022-02-17
803,938,83519,6,21.03,Medical,Paid Off,2022-11-11
804,922,66923,48,17.37,Business Expansion,Current,2025-05-19
805,505,42444,48,20.34,Education,Current,2024-02-20
806,603,94331,36,10.3,Education,Current,2024-03-02
807,825,87325,36,10.86,Vehicle,Default,2025-03-12
808,620,12967,60,20.68,Education,Current,2022-07-10
809,457,33511,6,17.94,Home Renovation,Current,2022-12-30
810,1692,50291,60,17.04,Education,Default,2022-02-24
811,725,36968,12,10.37,Medical,Paid Off,2024-03-01
812,804,106144,12,12.41,Business Expansion,Current,2025-09-12
813,37,30548,6,15.18,Business Expansion,Current,2024-01-25
814,1524,82350,6,11.65,Vehicle,Current,2024-04-21
815,1951,10000,12,21.87,Business Expansion,Current,2022-09-22
816,414,11578,36,15.48,Vehicle,Current,2022-05-21
817,717,22810,12,11.12,Medical,Default,2023-02-26
818,959,70435,36,19.72,Vehicle,Current,2025-09-23
819,1736,37241,12,17.05,Business Expansion,Current,2023-09-28
820,1623,43986,12,15.78,Vehicle,Default,2025-11-03
821,454,16980,24,12.02,Vehicle,Current,2022-10-20
822,77,25760,6,19.81,Debt Consolidation,Paid Off,2025-05-23
823,1811,25165,12,16.07,Vehicle,Current,2025-03-11
824,341,38179,36,15.28,Wedding,Default,2022-03-22
825,269,24507,6,13.1,Medical,Default,2024-07-23
826,707,44214,60,20.03,Vehicle,Paid Off,2023-09-02
827,596,33454,48,19.79,Vehicle,Current,2022-12-25
828,1239,31234,12,11.74,Wedding,Paid Off,2025-06-19
829,342,86063,36,15.22,Education,Paid Off,2025-09-11
830,576,39719,60,16.61,Wedding,Current,2024-03-16
831,1005,39940,6,12.5,Medical,Current,2022-11-20
832,1938,54565,60,16.22,Home Renovation,Default,2025-09-27
833,1766,29243,60,18.58,Vehicle,Current,2023-03-21
834,272,67921,36,21.9,Home Renovation,Paid Off,2025-02-06
835,1179,18942,24,10.46,Business Expansion,Default,2022-08-04
836,1015,23145,24,14.63,Medical,Current,2022-12-04
837,1171,26841,12,15.83,Home Renovation,Current,2024-08-04
838,1360,56450,6,17.49,Wedding,Paid Off,2025-10-15
839,816,83927,36,14.26,Vehicle,Current,2026-03-08
840,1898,28388,12,14.46,Medical,Default,2022-01-22
841,1805,20549,6,18.36,Medical,Paid Off,2022-10-07
842,635,31412,60,18.86,Vehicle,Current,2024-09-19
843,2000,35659,6,10.53,Education,Paid Off,2025-09-07
844,246,38290,60,21.38,Vehicle,Current,2022-10-15
845,1273,71390,24,20.02,Debt Consolidation,Default,2022-12-16
846,207,12589,6,17.09,Medical,Current,2022-12-29
847,832,96579,6,16.18,Education,Current,2024-03-11
848,443,40806,6,17.89,Wedding,Current,2022-01-23
849,801,20339,24,11.42,Education,Paid Off,2024-01-04
850,1414,65110,12,18.43,Business Expansion,Current,2025-10-14
851,511,22752,12,15.03,Debt Consolidation,Current,2022-04-08
852,68,85736,60,19.64,Wedding,Current,2025-08-05
853,1618,23127,60,17.75,Vehicle,Current,2022-07-30
854,832,22843,60,13.35,Business Expansion,Current,2022-04-18
855,1929,53177,6,10.11,Debt Consolidation,Current,2024-02-12
856,1883,111819,12,21.11,Education,Current,2024-02-07
857,1845,39860,12,10.64,Home Renovation,Default,2024-05-13
858,1672,19418,6,13.71,Wedding,Paid Off,2023-01-29
859,1121,54073,60,10.29,Debt Consolidation,Current,2022-07-17
860,60,34648,60,11.6,Home Renovation,Paid Off,2022-12-09
861,28,75549,36,15.91,Medical,Current,2023-11-01
862,153,30303,48,17.33,Education,Default,2025-07-03
863,573,16875,48,14.44,Home Renovation,Paid Off,2024-05-26
864,1622,41126,12,12.17,Medical,Default,2024-01-01
865,1707,111855,12,9.69,Medical,Current,2025-09-01
866,295,13475,6,14.36,Education,Paid Off,2024-07-28
867,899,32897,6,17.72,Wedding,Current,2023-07-25
868,1547,28171,48,14.11,Education,Default,2022-05-18
869,1452,22841,36,13.27,Vehicle,Paid Off,2025-05-11
870,1029,19299,6,18.41,Education,Current,2025-03-11
871,1093,140587,24,21.49,Medical,Current,2025-05-13
872,1756,26184,60,18.2,Debt Consolidation,Current,2025-10-20
873,1020,28955,60,11.16,Wedding,Default,2022-12-26
874,1299,36568,60,13.47,Vehicle,Current,2025-09-26
875,907,37211,6,13.69,Business Expansion,Current,2025-05-31
876,137,25618,36,14.28,Wedding,Paid Off,2025-08-04
877,857,24274,12,15.79,Home Renovation,Default,2025-12-14
878,787,67715,12,9.77,Home Renovation,Paid Off,2026-04-04
879,1228,33544,24,12.45,Debt Consolidation,Current,2024-05-27
880,418,21857,12,17.25,Education,Current,2022-05-03
881,1872,45201,24,15.73,Education,Default,2023-02-18
882,3,107806,36,12.05,Education,Current,2022-03-19
883,1269,78774,60,16.98,Wedding,Default,2024-06-27
884,731,44416,24,11.18,Wedding,Paid Off,2023-10-13
885,1685,28209,6,16.01,Wedding,Paid Off,2024-04-29
886,696,58945,24,18.88,Debt Consolidation,Default,2023-04-15
887,1040,40936,60,13.64,Education,Current,2023-05-12
888,1513,45996,48,10.18,Education,Current,2025-09-23
889,59,38842,60,18.2,Business Expansion,Current,2023-04-01
890,438,77265,36,16.02,Vehicle,Current,2023-01-11
891,812,26862,60,9.58,Home Renovation,Current,2024-10-03
892,455,63477,12,10.15,Education,Current,2022-10-17
893,569,48100,12,10.65,Business Expansion,Current,2025-04-28
894,1577,49783,12,12.45,Vehicle,Current,2022-06-10
895,816,148459,60,15.34,Wedding,Current,2022-12-03
896,75,26507,12,12.56,Business Expansion,Paid Off,2022-12-28
897,1974,37182,12,13.29,Vehicle,Current,2025-03-26
898,893,60882,60,12.02,Vehicle,Default,2026-05-20
899,1085,16029,6,21.39,Vehicle,Default,2024-01-07
900,1213,45937,36,11.6,Vehicle,Current,2024-06-22
901,598,27159,48,17.12,Debt Consolidation,Current,2024-06-06
902,1669,52656,12,19.75,Home Renovation,Default,2024-09-14
903,592,42437,36,14.84,Debt Consolidation,Current,2022-06-20
904,1493,20637,24,16.94,Business Expansion,Paid Off,2022-11-09
905,940,31306,60,11.7,Vehicle,Paid Off,2024-02-19
906,1226,79966,24,15.17,Business Expansion,Current,2024-02-08
907,1281,31812,48,15.51,Education,Default,2023-11-14
908,463,29781,60,15.37,Education,Default,2022-11-13
909,487,81542,6,9.66,Wedding,Paid Off,2024-10-22
910,1743,88337,60,14.18,Vehicle,Paid Off,2024-04-08
911,496,70267,36,21.63,Vehicle,Current,2024-02-04
912,1580,23330,36,13.35,Home Renovation,Default,2025-04-19
913,266,55630,36,20.56,Vehicle,Default,2022-09-12
914,48,27859,48,11.53,Vehicle,Paid Off,2026-04-12
915,1307,41573,24,19.14,Wedding,Current,2026-03-20
916,185,70090,24,15.87,Wedding,Default,2024-09-27
917,1025,40102,60,14.1,Wedding,Current,2022-04-29
918,140,41377,36,21.08,Education,Default,2026-02-15
919,383,46321,12,15.47,Wedding,Default,2024-01-11
920,1099,17336,60,17.96,Wedding,Current,2025-11-29
921,1537,20999,60,11.35,Vehicle,Default,2025-05-24
922,1145,27083,60,11.34,Business Expansion,Paid Off,2023-05-22
923,1827,57390,48,21.4,Home Renovation,Current,2022-11-27
924,1525,12606,6,19.14,Wedding,Current,2025-08-12
925,1786,35667,36,14.47,Home Renovation,Current,2025-04-15
