repayment_id,loan_id,payment_date,amount_paid,days_late
1767,205,2026-03-23,3721.08,0
1768,205,2026-04-22,3721.08,1
1769,205,2026-05-22,3721.08,0
1770,205,2026-06-21,3721.08,4
1771,205,2026-07-21,3721.08,0
1772,205,2026-08-20,3721.08,1
1773,205,2026-09-19,3721.08,0
1774,205,2026-10-19,3721.08,2
1775,206,2026-01-14,624.56,4
1776,206,2026-02-13,624.56,1
1777,206,2026-03-15,624.56,4
1778,206,2026-04-14,624.56,16
1779,206,2026-05-14,624.56,10
1780,206,2026-06-13,624.56,1
1781,206,2026-07-13,624.56,20
1782,207,2026-04-24,1909.11,0
1783,207,2026-05-24,1909.11,0
1784,207,2026-06-23,1909.11,0
1785,207,2026-07-23,1909.11,1
1786,207,2026-08-22,1909.11,2
1787,207,2026-09-21,1909.11,0
1788,207,2026-10-21,1909.11,3
1789,207,2026-11-20,1909.11,1
1790,207,2026-12-20,1909.11,0
1791,207,2027-01-19,1909.11,0
1792,207,2027-02-18,1909.11,3
1793,207,2027-03-20,1909.11,1
1794,207,2027-04-19,1909.11,3
1795,207,2027-05-19,1909.11,0
1796,207,2027-06-18,1909.11,0
1797,208,2025-04-02,575.35,2
1798,208,2025-05-02,575.35,3
1799,208,2025-06-01,575.35,1
1800,208,2025-07-01,575.35,0
1801,208,2025-07-31,575.35,7
1802,208,2025-08-30,575.35,2
1803,208,2025-09-29,575.35,0
1804,208,2025-10-29,575.35,0
1805,209,2022-09-18,2489.86,1
1806,209,2022-10-18,2489.86,5
1807,209,2022-11-17,2489.86,2
1808,209,2022-12-17,2489.86,1
1809,209,2023-01-16,2489.86,1
1810,209,2023-02-15,2489.86,2
1811,209,2023-03-17,2489.86,0
1812,210,2022-11-12,980.03,15
1813,210,2022-12-12,980.03,35
1814,210,2023-01-11,980.03,3
1815,210,2023-02-10,980.03,4
1816,210,2023-03-12,980.03,2
1817,210,2023-04-11,980.03,9
1818,210,2023-05-11,980.03,15
1819,210,2023-06-10,980.03,5
1820,210,2023-07-10,980.03,6
1821,210,2023-08-09,980.03,38
1822,210,2023-09-08,980.03,1
1823,210,2023-10-08,980.03,17
1824,210,2023-11-07,980.03,8
1825,211,2022-03-22,713.4,0
1826,211,2022-04-21,713.4,3
1827,211,2022-05-21,713.4,3
1828,211,2022-06-20,713.4,1
1829,211,2022-07-20,713.4,0
1830,212,2024-08-01,1571.1,0
1831,212,2024-08-31,1571.1,4
1832,212,2024-09-30,1571.1,1
1833,212,2024-10-30,1571.1,3
1834,212,2024-11-29,1571.1,0
1835,212,2024-12-29,1571.1,1
1836,212,2025-01-28,1571.1,1
1837,212,2025-02-27,1571.1,2
1838,212,2025-03-29,1571.1,0
1839,212,2025-04-28,1571.1,0
1840,212,2025-05-28,1571.1,1
1841,213,2025-06-29,4048.0,3
1842,213,2025-07-29,4048.0,0
1843,213,2025-08-28,4048.0,0
1844,213,2025-09-27,4048.0,1
1845,214,2023-04-30,1891.08,4
1846,214,2023-05-30,1891.08,1
1847,214,2023-06-29,1891.08,0
1848,214,2023-07-29,1891.08,7
1849,214,2023-08-28,1891.08,9
1850,214,2023-09-27,1891.08,0
1851,214,2023-10-27,1891.08,0
1852,214,2023-11-26,1891.08,1
1853,214,2023-12-26,1891.08,2
1854,214,2024-01-25,1891.08,0
1855,215,2022-07-21,1127.75,6
1856,215,2022-08-20,1127.75,5
1857,215,2022-09-19,1127.75,0
1858,215,2022-10-19,1127.75,3
1859,216,2022-07-28,726.25,2
1860,216,2022-08-27,726.25,0
1861,216,2022-09-26,726.25,1
1862,216,2022-10-26,726.25,1
1863,217,2023-11-12,1412.72,17
1864,217,2023-12-12,1412.72,5
1865,217,2024-01-11,1412.72,39
1866,217,2024-02-10,1412.72,5
1867,217,2024-03-11,1412.72,13
1868,217,2024-04-10,1412.72,3
1869,218,2022-05-25,2555.52,1
1870,218,2022-06-24,2555.52,0
1871,218,2022-07-24,2555.52,2
1872,218,2022-08-23,2555.52,0
1873,218,2022-09-22,2555.52,4
1874,219,2026-02-05,2421.42,13
1875,219,2026-03-07,2421.42,44
1876,220,2024-03-04,1576.69,1
1877,220,2024-04-03,1576.69,6
1878,220,2024-05-03,1576.69,0
1879,220,2024-06-02,1576.69,1
1880,220,2024-07-02,1576.69,0
1881,220,2024-08-01,1576.69,4
1882,220,2024-08-31,1576.69,1
1883,220,2024-09-30,1576.69,5
1884,220,2024-10-30,1576.69,8
1885,221,2023-10-23,2074.96,1
1886,221,2023-11-22,2074.96,0
1887,221,2023-12-22,2074.96,3
1888,221,2024-01-21,2074.96,0
1889,222,2026-03-01,778.62,9
1890,222,2026-03-31,778.62,4
1891,222,2026-04-30,778.62,3
1892,222,2026-05-30,778.62,7
1893,222,2026-06-29,778.62,2
1894,222,2026-07-29,778.62,0
1895,222,2026-08-28,778.62,0
1896,222,2026-09-27,778.62,27
1897,222,2026-10-27,778.62,11
1898,222,2026-11-26,778.62,15
1899,223,2024-07-25,659.1,3
1900,223,2024-08-24,659.1,15
1901,223,2024-09-23,659.1,4
1902,223,2024-10-23,659.1,43
1903,223,2024-11-22,659.1,9
1904,223,2024-12-22,659.1,32
1905,223,2025-01-21,659.1,0
1906,224,2024-06-17,2889.42,3
1907,224,2024-07-17,2889.42,0
1908,224,2024-08-16,2889.42,0
1909,225,2025-05-17,1038.94,2
1910,225,2025-06-16,1038.94,4
1911,225,2025-07-16,1038.94,4
1912,225,2025-08-15,1038.94,2
1913,225,2025-09-14,1038.94,0
1914,225,2025-10-14,1038.94,0
1915,225,2025-11-13,1038.94,1
1916,225,2025-12-13,1038.94,2
1917,225,2026-01-12,1038.94,0
1918,225,2026-02-11,1038.94,5
1919,225,2026-03-13,1038.94,2
1920,225,2026-04-12,1038.94,6
1921,225,2026-05-12,1038.94,2
1922,225,2026-06-11,1038.94,4
1923,225,2026-07-11,1038.94,0
1924,225,2026-08-10,1038.94,0
1925,226,2023-10-14,5995.67,4
1926,226,2023-11-13,5995.67,0
1927,226,2023-12-13,5995.67,4
1928,226,2024-01-12,5995.67,6
1929,227,2022-06-15,349.81,5
1930,227,2022-07-15,349.81,18
1931,227,2022-08-14,349.81,29
1932,227,2022-09-13,349.81,2
1933,227,2022-10-13,349.81,72
1934,228,2024-05-18,998.81,9
1935,228,2024-06-17,998.81,40
1936,228,2024-07-17,998.81,6
1937,228,2024-08-16,998.81,7
1938,228,2024-09-15,998.81,14
1939,228,2024-10-15,998.81,6
1940,228,2024-11-14,998.81,30
1941,228,2024-12-14,998.81,17
1942,228,2025-01-13,998.81,12
1943,228,2025-02-12,998.81,0
1944,228,2025-03-14,998.81,2
1945,228,2025-04-13,998.81,61
1946,228,2025-05-13,998.81,25
1947,228,2025-06-12,998.81,7
1948,228,2025-07-12,998.81,13
1949,228,2025-08-11,998.81,1
1950,228,2025-09-10,998.81,15
1951,228,2025-10-10,998.81,5
1952,229,2025-03-14,1962.29,1
1953,229,2025-04-13,1962.29,8
1954,229,2025-05-13,1962.29,2
1955,229,2025-06-12,1962.29,2
1956,229,2025-07-12,1962.29,0
1957,229,2025-08-11,1962.29,8
1958,229,2025-09-10,1962.29,3
1959,229,2025-10-10,1962.29,1
1960,229,2025-11-09,1962.29,0
1961,229,2025-12-09,1962.29,1
1962,229,2026-01-08,1962.29,0
1963,229,2026-02-07,1962.29,1
1964,229,2026-03-09,1962.29,2
1965,229,2026-04-08,1962.29,3
1966,229,2026-05-08,1962.29,3
1967,229,2026-06-07,1962.29,0
1968,230,2022-11-07,708.95,12
1969,230,2022-12-07,708.95,1
1970,230,2023-01-06,708.95,21
1971,230,2023-02-05,708.95,7
1972,230,2023-03-07,708.95,10
1973,230,2023-04-06,708.95,32
1974,230,2023-05-06,708.95,2
1975,230,2023-06-05,708.95,7
1976,230,2023-07-05,708.95,18
1977,230,2023-08-04,708.95,9
1978,230,2023-09-03,708.95,6
1979,230,2023-10-03,708.95,4
1980,230,2023-11-02,708.95,31
1981,230,2023-12-02,708.95,2
1982,230,2024-01-01,708.95,6
1983,230,2024-01-31,708.95,6
1984,230,2024-03-01,708.95,5
1985,230,2024-03-31,708.95,1
1986,231,2023-09-15,2650.25,2
1987,231,2023-10-15,2650.25,2
1988,231,2023-11-14,2650.25,0
1989,232,2023-10-11,4036.81,2
1990,232,2023-11-10,4036.81,46
1991,232,2023-12-10,4036.81,0
1992,232,2024-01-09,4036.81,11
1993,232,2024-02-08,4036.81,43
1994,232,2024-03-09,4036.81,6
1995,232,2024-04-08,4036.81,0
1996,232,2024-05-08,4036.81,2
1997,232,2024-06-07,4036.81,39
1998,232,2024-07-07,4036.81,10
1999,232,2024-08-06,4036.81,13
2000,232,2024-09-05,4036.81,7
2001,232,2024-10-05,4036.81,30
2002,232,2024-11-04,4036.81,11
2003,232,2024-12-04,4036.81,34
2004,232,2025-01-03,4036.81,20
2005,232,2025-02-02,4036.81,12
2006,233,2025-03-21,208.33,1
2007,233,2025-04-20,208.33,0
2008,233,2025-05-20,208.33,2
2009,233,2025-06-19,208.33,0
2010,233,2025-07-19,208.33,3
2011,233,2025-08-18,208.33,2
2012,233,2025-09-17,208.33,0
2013,233,2025-10-17,208.33,1
2014,233,2025-11-16,208.33,0
2015,233,2025-12-16,208.33,0
2016,234,2022-02-05,882.31,23
2017,234,2022-03-07,882.31,6
2018,234,2022-04-06,882.31,21
2019,234,2022-05-06,882.31,0
2020,235,2025-09-03,465.67,4
2021,235,2025-10-03,465.67,12
2022,235,2025-11-02,465.67,4
2023,235,2025-12-02,465.67,0
2024,235,2026-01-01,465.67,0
2025,235,2026-01-31,465.67,3
2026,235,2026-03-02,465.67,0
2027,235,2026-04-01,465.67,0
2028,235,2026-05-01,465.67,0
2029,235,2026-05-31,465.67,1
2030,235,2026-06-30,465.67,2
2031,235,2026-07-30,465.67,0
2032,235,2026-08-29,465.67,3
2033,236,2025-10-01,1096.22,1
2034,236,2025-10-31,1096.22,0
2035,236,2025-11-30,1096.22,3
2036,236,2025-12-30,1096.22,1
2037,237,2024-11-03,1258.12,0
2038,237,2024-12-03,1258.12,1
2039,237,2025-01-02,1258.12,2
2040,237,2025-02-01,1258.12,1
2041,237,2025-03-03,1258.12,0
2042,237,2025-04-02,1258.12,6
2043,237,2025-05-02,1258.12,6
2044,237,2025-06-01,1258.12,7
2045,237,2025-07-01,1258.12,0
2046,237,2025-07-31,1258.12,0
2047,237,2025-08-30,1258.12,5
2048,237,2025-09-29,1258.12,0
2049,237,2025-10-29,1258.12,2
2050,238,2022-10-02,436.6,0
2051,238,2022-11-01,436.6,0
2052,238,2022-12-01,436.6,0
2053,238,2022-12-31,436.6,3
2054,238,2023-01-30,436.6,6
2055,238,2023-03-01,436.6,5
2056,238,2023-03-31,436.6,4
2057,239,2022-06-16,10388.08,4
2058,239,2022-07-16,10388.08,0
2059,239,2022-08-15,10388.08,1
2060,239,2022-09-14,10388.08,1
2061,239,2022-10-14,10388.08,0
2062,239,2022-11-13,10388.08,1
2063,239,2022-12-13,10388.08,2
2064,239,2023-01-12,10388.08,4
2065,239,2023-02-11,10388.08,5
2066,239,2023-03-13,10388.08,0
2067,239,2023-04-12,10388.08,1
2068,239,2023-05-12,10388.08,0
2069,239,2023-06-11,10388.08,2
2070,239,2023-07-11,10388.08,2
2071,240,2024-10-11,487.65,0
2072,240,2024-11-10,487.65,0
2073,240,2024-12-10,487.65,1
2074,240,2025-01-09,487.65,1
2075,240,2025-02-08,487.65,1
2076,240,2025-03-10,487.65,1
2077,240,2025-04-09,487.65,2
2078,240,2025-05-09,487.65,10
2079,241,2025-08-09,625.94,0
2080,241,2025-09-08,625.94,5
2081,241,2025-10-08,625.94,0
2082,241,2025-11-07,625.94,0
2083,241,2025-12-07,625.94,0
2084,241,2026-01-06,625.94,1
2085,241,2026-02-05,625.94,1
2086,241,2026-03-07,625.94,0
2087,241,2026-04-06,625.94,1
2088,241,2026-05-06,625.94,0
2089,242,2022-10-02,840.78,0
2090,242,2022-11-01,840.78,0
2091,243,2022-03-07,1522.02,2
2092,243,2022-04-06,1522.02,0
2093,243,2022-05-06,1522.02,0
2094,243,2022-06-05,1522.02,0
2095,244,2022-05-30,1742.08,0
2096,244,2022-06-29,1742.08,1
2097,244,2022-07-29,1742.08,2
2098,244,2022-08-28,1742.08,5
2099,245,2025-12-20,4224.5,0
2100,245,2026-01-19,4224.5,2
2101,245,2026-02-18,4224.5,0
2102,245,2026-03-20,4224.5,0
2103,245,2026-04-19,4224.5,4
2104,245,2026-05-19,4224.5,5
2105,245,2026-06-18,4224.5,0
2106,246,2023-08-12,416.67,1
2107,246,2023-09-11,416.67,2
2108,246,2023-10-11,416.67,0
2109,246,2023-11-10,416.67,0
2110,246,2023-12-10,416.67,2
2111,246,2024-01-09,416.67,1
2112,247,2024-01-30,547.25,1
2113,247,2024-02-29,547.25,2
2114,247,2024-03-30,547.25,5
2115,247,2024-04-29,547.25,0
2116,247,2024-05-29,547.25,2
2117,247,2024-06-28,547.25,7
2118,247,2024-07-28,547.25,1
2119,247,2024-08-27,547.25,2
2120,247,2024-09-26,547.25,2
2121,247,2024-10-26,547.25,1
2122,247,2024-11-25,547.25,2
2123,247,2024-12-25,547.25,1
2124,248,2025-08-31,995.29,8
2125,248,2025-09-30,995.29,6
2126,248,2025-10-30,995.29,20
2127,248,2025-11-29,995.29,31
2128,248,2025-12-29,995.29,3
2129,248,2026-01-28,995.29,10
2130,248,2026-02-27,995.29,12
2131,249,2025-08-09,773.67,0
2132,249,2025-09-08,773.67,22
2133,249,2025-10-08,773.67,8
2134,249,2025-11-07,773.67,0
2135,249,2025-12-07,773.67,0
2136,249,2026-01-06,773.67,8
2137,249,2026-02-05,773.67,23
2138,249,2026-03-07,773.67,9
2139,249,2026-04-06,773.67,10
2140,249,2026-05-06,773.67,18
2141,249,2026-06-05,773.67,25
2142,249,2026-07-05,773.67,9
2143,249,2026-08-04,773.67,98
2144,249,2026-09-03,773.67,8
2145,249,2026-10-03,773.67,1
2146,249,2026-11-02,773.67,25
2147,249,2026-12-02,773.67,9
2148,249,2027-01-01,773.67,9
2149,250,2023-01-08,17535.5,4
2150,250,2023-02-07,17535.5,0
2151,250,2023-03-09,17535.5,2
2152,250,2023-04-08,17535.5,2
2153,250,2023-05-08,17535.5,1
2154,250,2023-06-07,17535.5,4
2155,251,2025-12-03,1697.46,11
2156,251,2026-01-02,1697.46,44
2157,251,2026-02-01,1697.46,6
2158,251,2026-03-03,1697.46,1
2159,251,2026-04-02,1697.46,20
2160,251,2026-05-02,1697.46,17
2161,251,2026-06-01,1697.46,1
2162,251,2026-07-01,1697.46,36
2163,252,2025-12-30,548.25,1
2164,252,2026-01-29,548.25,2
2165,252,2026-02-28,548.25,0
2166,252,2026-03-30,548.25,2
2167,252,2026-04-29,548.25,1
2168,252,2026-05-29,548.25,1
2169,252,2026-06-28,548.25,3
2170,252,2026-07-28,548.25,1
2171,252,2026-08-27,548.25,1
2172,252,2026-09-26,548.25,0
2173,252,2026-10-26,548.25,1
2174,252,2026-11-25,548.25,0
2175,252,2026-12-25,548.25,2
2176,252,2027-01-24,548.25,0
2177,252,2027-02-23,548.25,0
2178,252,2027-03-25,548.25,1
2179,252,2027-04-24,548.25,2
2180,253,2025-05-02,4472.21,0
2181,253,2025-06-01,4472.21,2
2182,253,2025-07-01,4472.21,3
2183,253,2025-07-31,4472.21,0
2184,253,2025-08-30,4472.21,0
2185,253,2025-09-29,4472.21,2
2186,253,2025-10-29,4472.21,2
2187,253,2025-11-28,4472.21,2
2188,253,2025-12-28,4472.21,1
2189,253,2026-01-27,4472.21,0
2190,253,2026-02-26,4472.21,8
2191,253,2026-03-28,4472.21,1
2192,253,2026-04-27,4472.21,5
2193,254,2024-12-27,1642.33,2
2194,254,2025-01-26,1642.33,5
2195,255,2024-05-23,2552.12,0
2196,255,2024-06-22,2552.12,1
2197,255,2024-07-22,2552.12,0
2198,255,2024-08-21,2552.12,4
2199,255,2024-09-20,2552.12,1
2200,255,2024-10-20,2552.12,0
2201,255,2024-11-19,2552.12,2
2202,255,2024-12-19,2552.12,1
2203,255,2025-01-18,2552.12,7
2204,255,2025-02-17,2552.12,1
2205,255,2025-03-19,2552.12,4
2206,255,2025-04-18,2552.12,3
2207,256,2022-12-13,2506.5,0
2208,256,2023-01-12,2506.5,0
2209,256,2023-02-11,2506.5,1
2210,256,2023-03-13,2506.5,3
2211,256,2023-04-12,2506.5,0
2212,256,2023-05-12,2506.5,0
2213,256,2023-06-11,2506.5,0
2214,256,2023-07-11,2506.5,0
2215,257,2025-03-20,3038.33,2
2216,257,2025-04-19,3038.33,0
2217,257,2025-05-19,3038.33,0
2218,257,2025-06-18,3038.33,1
2219,257,2025-07-18,3038.33,0
2220,257,2025-08-17,3038.33,3
2221,257,2025-09-16,3038.33,4
2222,257,2025-10-16,3038.33,2
2223,258,2025-01-11,805.82,0
2224,258,2025-02-10,805.82,2
2225,258,2025-03-12,805.82,0
2226,258,2025-04-11,805.82,2
2227,258,2025-05-11,805.82,0
2228,259,2026-01-08,1099.02,3
2229,259,2026-02-07,1099.02,9
2230,259,2026-03-09,1099.02,7
2231,259,2026-04-08,1099.02,2
2232,259,2026-05-08,1099.02,27
2233,259,2026-06-07,1099.02,23
2234,259,2026-07-07,1099.02,54
2235,259,2026-08-06,1099.02,3
2236,259,2026-09-05,1099.02,3
2237,259,2026-10-05,1099.02,11
2238,259,2026-11-04,1099.02,9
2239,259,2026-12-04,1099.02,29
2240,259,2027-01-03,1099.02,26
2241,259,2027-02-02,1099.02,8
2242,259,2027-03-04,1099.02,4
2243,259,2027-04-03,1099.02,7
2244,259,2027-05-03,1099.02,9
2245,259,2027-06-02,1099.02,8
2246,260,2022-07-06,15936.5,0
2247,260,2022-08-05,15936.5,1
2248,260,2022-09-04,15936.5,3
2249,260,2022-10-04,15936.5,2
2250,260,2022-11-03,15936.5,0
2251,261,2024-10-09,7294.5,6
2252,261,2024-11-08,7294.5,0
2253,261,2024-12-08,7294.5,5
2254,261,2025-01-07,7294.5,0
2255,261,2025-02-06,7294.5,2
2256,262,2022-11-11,772.83,4
2257,262,2022-12-11,772.83,10
2258,262,2023-01-10,772.83,5
2259,262,2023-02-09,772.83,3
2260,262,2023-03-11,772.83,33
2261,262,2023-04-10,772.83,24
2262,262,2023-05-10,772.83,9
2263,263,2025-06-07,567.39,44
2264,263,2025-07-07,567.39,24
2265,263,2025-08-06,567.39,11
2266,263,2025-09-05,567.39,51
2267,263,2025-10-05,567.39,24
2268,263,2025-11-04,567.39,16
2269,263,2025-12-04,567.39,3
2270,263,2026-01-03,567.39,19
2271,264,2023-10-16,584.17,3
2272,264,2023-11-15,584.17,16
2273,264,2023-12-15,584.17,14
2274,264,2024-01-14,584.17,5
2275,264,2024-02-13,584.17,32
2276,264,2024-03-14,584.17,44
2277,264,2024-04-13,584.17,26
2278,264,2024-05-13,584.17,46
2279,264,2024-06-12,584.17,5
2280,264,2024-07-12,584.17,6
2281,264,2024-08-11,584.17,4
2282,264,2024-09-10,584.17,24
2283,264,2024-10-10,584.17,2
2284,264,2024-11-09,584.17,3
2285,264,2024-12-09,584.17,7
2286,264,2025-01-08,584.17,5
2287,264,2025-02-07,584.17,11
2288,265,2023-05-01,783.48,0
2289,265,2023-05-31,783.48,0
2290,265,2023-06-30,783.48,0
2291,265,2023-07-30,783.48,0
2292,266,2023-05-10,1277.52,39
2293,266,2023-06-09,1277.52,12
2294,266,2023-07-09,1277.52,18
2295,266,2023-08-08,1277.52,4
2296,266,2023-09-07,1277.52,2
2297,266,2023-10-07,1277.52,30
2298,266,2023-11-06,1277.52,1
2299,266,2023-12-06,1277.52,10
2300,266,2024-01-05,1277.52,9
2301,267,2022-07-10,17718.5,0
2302,267,2022-08-09,17718.5,0
2303,267,2022-09-08,17718.5,0
2304,267,2022-10-08,17718.5,1
2305,267,2022-11-07,17718.5,4
2306,267,2022-12-07,17718.5,6
2307,267,2023-01-06,17718.5,1
2308,267,2023-02-05,17718.5,1
2309,267,2023-03-07,17718.5,0
2310,267,2023-04-06,17718.5,4
2311,267,2023-05-06,17718.5,4
2312,267,2023-06-05,17718.5,0
2313,268,2022-09-16,245.43,22
2314,268,2022-10-16,245.43,0
2315,268,2022-11-15,245.43,1
2316,268,2022-12-15,245.43,2
2317,268,2023-01-14,245.43,81
2318,268,2023-02-13,245.43,1
2319,268,2023-03-15,245.43,1
2320,268,2023-04-14,245.43,32
2321,268,2023-05-14,245.43,2
2322,268,2023-06-13,245.43,30
2323,268,2023-07-13,245.43,8
2324,268,2023-08-12,245.43,6
2325,268,2023-09-11,245.43,21
2326,268,2023-10-11,245.43,2
2327,268,2023-11-10,245.43,0
2328,268,2023-12-10,245.43,45
2329,268,2024-01-09,245.43,13
2330,269,2026-05-01,5141.83,0
2331,269,2026-05-31,5141.83,2
2332,269,2026-06-30,5141.83,0
2333,269,2026-07-30,5141.83,0
2334,269,2026-08-29,5141.83,0
2335,269,2026-09-28,5141.83,4
2336,270,2022-04-08,7770.33,0
2337,270,2022-05-08,7770.33,1
2338,270,2022-06-07,7770.33,0
2339,270,2022-07-07,7770.33,1
2340,270,2022-08-06,7770.33,2
2341,271,2022-06-01,315.23,2
2342,271,2022-07-01,315.23,3
2343,271,2022-07-31,315.23,0
2344,271,2022-08-30,315.23,2
2345,271,2022-09-29,315.23,2
2346,271,2022-10-29,315.23,0
2347,271,2022-11-28,315.23,2
2348,271,2022-12-28,315.23,0
2349,271,2023-01-27,315.23,0
2350,271,2023-02-26,315.23,0
2351,271,2023-03-28,315.23,1
2352,271,2023-04-27,315.23,2
2353,271,2023-05-27,315.23,5
2354,271,2023-06-26,315.23,0
2355,272,2022-04-29,7899.17,2
2356,272,2022-05-29,7899.17,0
2357,272,2022-06-28,7899.17,2
2358,272,2022-07-28,7899.17,1
2359,273,2026-04-25,2205.21,0
2360,273,2026-05-25,2205.21,6
2361,273,2026-06-24,2205.21,0
2362,273,2026-07-24,2205.21,0
2363,273,2026-08-23,2205.21,0
2364,273,2026-09-22,2205.21,1
2365,273,2026-10-22,2205.21,2
2366,273,2026-11-21,2205.21,0
2367,273,2026-12-21,2205.21,1
2368,273,2027-01-20,2205.21,5
2369,273,2027-02-19,2205.21,2
2370,273,2027-03-21,2205.21,1
2371,273,2027-04-20,2205.21,2
2372,274,2023-03-27,2077.17,1
2373,274,2023-04-26,2077.17,0
2374,274,2023-05-26,2077.17,4
2375,275,2024-01-20,1575.92,1
2376,275,2024-02-19,1575.92,4
2377,276,2026-04-08,4164.33,1
2378,276,2026-05-08,4164.33,0
2379,277,2022-12-25,337.04,2
2380,277,2023-01-24,337.04,16
2381,277,2023-02-23,337.04,3
2382,277,2023-03-25,337.04,2
2383,277,2023-04-24,337.04,3
2384,277,2023-05-24,337.04,0
2385,277,2023-06-23,337.04,0
2386,277,2023-07-23,337.04,1
2387,277,2023-08-22,337.04,0
2388,277,2023-09-21,337.04,1
2389,277,2023-10-21,337.04,0
2390,277,2023-11-20,337.04,4
2391,277,2023-12-20,337.04,1
2392,277,2024-01-19,337.04,0
2393,277,2024-02-18,337.04,1
2394,277,2024-03-19,337.04,0
2395,278,2025-07-09,244.56,2
2396,278,2025-08-08,244.56,6
2397,278,2025-09-07,244.56,2
2398,278,2025-10-07,244.56,0
2399,278,2025-11-06,244.56,2
2400,278,2025-12-06,244.56,1
2401,278,2026-01-05,244.56,1
2402,278,2026-02-04,244.56,1
2403,279,2022-08-21,640.77,8
2404,279,2022-09-20,640.77,2
2405,280,2025-01-18,548.56,0
2406,280,2025-02-17,548.56,2
2407,280,2025-03-19,548.56,3
2408,280,2025-04-18,548.56,0
2409,280,2025-05-18,548.56,2
2410,280,2025-06-17,548.56,1
2411,280,2025-07-17,548.56,1
2412,280,2025-08-16,548.56,4
2413,280,2025-09-15,548.56,0
2414,280,2025-10-15,548.56,0
2415,280,2025-11-14,548.56,8
2416,280,2025-12-14,548.56,0
2417,280,2026-01-13,548.56,1
2418,281,2023-08-31,313.82,0
2419,281,2023-09-30,313.82,2
2420,282,2026-02-24,1690.81,0
2421,282,2026-03-26,1690.81,30
2422,282,2026-04-25,1690.81,1
2423,282,2026-05-25,1690.81,7
2424,282,2026-06-24,1690.81,2
2425,282,2026-07-24,1690.81,0
2426,282,2026-08-23,1690.81,33
2427,282,2026-09-22,1690.81,9
2428,282,2026-10-22,1690.81,5
2429,282,2026-11-21,1690.81,12
2430,282,2026-12-21,1690.81,24
2431,282,2027-01-20,1690.81,10
2432,282,2027-02-19,1690.81,6
2433,283,2026-01-19,1758.25,14
2434,283,2026-02-18,1758.25,24
2435,283,2026-03-20,1758.25,11
2436,283,2026-04-19,1758.25,16
2437,283,2026-05-19,1758.25,1
2438,283,2026-06-18,1758.25,2
2439,283,2026-07-18,1758.25,2
2440,283,2026-08-17,1758.25,14
2441,283,2026-09-16,1758.25,4
2442,283,2026-10-16,1758.25,7
2443,283,2026-11-15,1758.25,7
2444,283,2026-12-15,1758.25,19
2445,284,2023-02-14,1412.88,2
2446,284,2023-03-16,1412.88,2
2447,284,2023-04-15,1412.88,1
2448,284,2023-05-15,1412.88,2
2449,284,2023-06-14,1412.88,0
2450,284,2023-07-14,1412.88,2
2451,284,2023-08-13,1412.88,1
2452,284,2023-09-12,1412.88,1
2453,284,2023-10-12,1412.88,0
2454,284,2023-11-11,1412.88,1
2455,284,2023-12-11,1412.88,1
2456,284,2024-01-10,1412.88,3
2457,285,2023-02-05,520.9,0
2458,285,2023-03-07,520.9,10
2459,285,2023-04-06,520.9,0
2460,285,2023-05-06,520.9,0
2461,285,2023-06-05,520.9,0
2462,285,2023-07-05,520.9,0
2463,285,2023-08-04,520.9,6
2464,285,2023-09-03,520.9,0
2465,285,2023-10-03,520.9,0
2466,285,2023-11-02,520.9,2
2467,285,2023-12-02,520.9,4
2468,285,2024-01-01,520.9,0
2469,285,2024-01-31,520.9,1
2470,285,2024-03-01,520.9,1
2471,285,2024-03-31,520.9,1
2472,286,2024-06-17,1542.71,0
2473,286,2024-07-17,1542.71,7
2474,287,2022-09-19,769.0,11
2475,287,2022-10-19,769.0,4
2476,287,2022-11-18,769.0,61
2477,287,2022-12-18,769.0,0
2478,287,2023-01-17,769.0,37
2479,287,2023-02-16,769.0,15
2480,287,2023-03-18,769.0,2
2481,287,2023-04-17,769.0,1
2482,287,2023-05-17,769.0,2
2483,287,2023-06-16,769.0,16
2484,287,2023-07-16,769.0,14
2485,287,2023-08-15,769.0,45
2486,288,2022-09-13,1125.04,0
2487,288,2022-10-13,1125.04,1
2488,288,2022-11-12,1125.04,0
2489,288,2022-12-12,1125.04,0
2490,288,2023-01-11,1125.04,3
2491,288,2023-02-10,1125.04,3
2492,288,2023-03-12,1125.04,1
2493,288,2023-04-11,1125.04,0
2494,288,2023-05-11,1125.04,5
2495,288,2023-06-10,1125.04,3
2496,288,2023-07-10,1125.04,2
2497,288,2023-08-09,1125.04,3
2498,288,2023-09-08,1125.04,0
2499,288,2023-10-08,1125.04,2
2500,288,2023-11-07,1125.04,1
2501,288,2023-12-07,1125.04,1
2502,289,2024-02-09,4061.08,5
2503,289,2024-03-10,4061.08,7
2504,289,2024-04-09,4061.08,0
2505,290,2022-04-24,2647.04,0
2506,290,2022-05-24,2647.04,1
2507,290,2022-06-23,2647.04,1
2508,290,2022-07-23,2647.04,0
2509,290,2022-08-22,2647.04,2
2510,290,2022-09-21,2647.04,0
2511,291,2024-03-29,2668.0,12
2512,291,2024-04-28,2668.0,5
2513,291,2024-05-28,2668.0,28
2514,291,2024-06-27,2668.0,19
2515,291,2024-07-27,2668.0,49
2516,292,2023-10-31,1620.92,1
2517,292,2023-11-30,1620.92,2
2518,292,2023-12-30,1620.92,0
2519,292,2024-01-29,1620.92,2
